,State,School District,Year,Enrollment,Total Revenues,Total Expenditures,Expenditures per Pupil
140,Alaska,Southwest Region Schools,2016,591.0,26198000,24097000,40773.26565143824
141,Alaska,Southeast Islands Regional Educational Attendance Area (Reaa),2016,184.0,7820000,9334000,50728.260869565216
142,Alaska,Bering Strait Regional Educational Attendance Area (Reaa),2016,1895.0,48238000,66782000,35241.16094986808
143,Alaska,Chatham Regional Educational Attendance Area (Reaa),2016,172.0,5067000,5074000,29500.0
144,Alaska,Lower Kuskokwim Regional Educational Attendance Area (Reaa),2016,4293.0,146279000,172073000,40082.22688096902
145,Alaska,Delta-Greely Regional Educational Attendance Area (Reaa),2016,777.0,13494000,13117000,16881.59588159588
146,Alaska,Chugach Regional Educational Attendance Area (Reaa),2016,363.0,6357000,6729000,18537.19008264463
147,Alaska,Copper River Regional Educational Attendance Area (Reaa),2016,426.0,8679000,8392000,19699.530516431925
148,Alaska,Lower Yukon Regional Educational Attendance Area (Reaa),2016,2030.0,61350000,61506000,30298.522167487685
149,Alaska,Kashunamiut School District,2016,333.0,7874000,10008000,30054.054054054053
150,Alaska,Iditarod Regional Educational Attendance Area (Reaa),2016,310.0,7451000,7753000,25009.677419354837
151,Alaska,Yukon Flats Regional Educational Attendance Area (Reaa),2016,261.0,9650000,10549000,40417.624521072794
152,Alaska,Yukon-Koyukuk Regional Educational Attendance Area (Reaa),2016,1591.0,23948000,24538000,15423.004399748586
153,Alaska,Annette Island Regional Educational Attendance Area (Reaa),2016,337.0,10463000,8529000,25308.60534124629
154,Alaska,Pribilof Islands Regional Educational Attendance Area (Reaa),2016,82.0,3206000,3011000,36719.51219512195
155,Alaska,Bristol Bay Borough School District,2016,132.0,3986000,4292000,32515.151515151516
156,Alaska,Fairbanks N Star Borough School District,2016,13901.0,249155000,233935000,16828.64542119272
157,Alaska,Haines Borough School District,2016,281.0,6698000,6644000,23644.128113879004
158,Alaska,Kenai Peninsula Borough School District,2016,8992.0,161721000,163029000,18130.449288256226
159,Alaska,Ketchikan-Gateway Borough School District,2016,2340.0,42426000,40414000,17270.94017094017
160,Alaska,Northwest Arctic Borough Schools,2016,2173.0,74025000,75554000,34769.44316612977
161,Alaska,Kodiak Island Borough School District,2016,2434.0,53750000,57229000,23512.325390304028
162,Alaska,Matanuska Susitna Borough School District,2016,18742.0,303215000,358757000,19141.873866182905
163,Alaska,North Slope Borough Schools,2016,2047.0,74050000,77190000,37708.842208109425
164,Alaska,Petersburg City School District,2016,459.0,10479000,10277000,22389.978213507624
165,Alaska,Aleutians East Borough School District,2016,240.0,9290000,9399000,39162.5
166,Alaska,Lake And Peninsula Borough Schools,2016,341.0,19780000,20312000,59565.982404692084
167,Alaska,Denali Borough School District,2016,872.0,10246000,9707000,11131.880733944954
168,Alaska,Yakutat School District,2016,85.0,2347000,2381000,28011.764705882353
169,Alaska,Skagway School District,2016,108.0,3088000,2911000,26953.703703703704
170,Alaska,Unalaska City School District,2016,378.0,10244000,9875000,26124.338624338623
171,Alaska,Anchorage School District,2016,48324.0,758779000,800058000,16556.121182021358
172,Alaska,Dillingham City School District,2016,455.0,12098000,12761000,28046.153846153848
173,Alaska,Juneau Borough School District,2016,4851.0,93302000,84571000,17433.725005153578
174,Alaska,Nome City School District,2016,715.0,16027000,16978000,23745.454545454544
175,Alaska,Craig City School District,2016,523.0,7797000,8334000,15934.990439770554
176,Alaska,Hydaburg City School District,2016,88.0,2757000,2971000,33761.36363636364
177,Alaska,Klawock City School District,2016,116.0,4145000,3849000,33181.03448275862
178,Alaska,Sitka Borough Schools,2016,1334.0,28895000,26960000,20209.895052473763
179,Alaska,Hoonah City School District,2016,116.0,4166000,4375000,37715.51724137931
180,Alaska,Pelican City School District,2016,14.0,583000,547000,39071.42857142857
181,Alaska,Cordova City School District,2016,368.0,8039000,6649000,18067.934782608696
182,Alaska,Valdez City School District,2016,642.0,19370000,18570000,28925.233644859814
183,Alaska,St Marys School District,2016,213.0,10661000,11557000,54258.21596244132
184,Alaska,Kake City School District,2016,108.0,3776000,3679000,34064.81481481482
185,Alaska,Galena City School District,2016,4329.0,32928000,32884000,7596.211596211596
186,Alaska,Nenana City School District,2016,1090.0,11030000,11138000,10218.348623853211
187,Alaska,Tanana City School District,2016,37.0,1583000,1775000,47972.97297297297
188,Alaska,Wrangell City School District,2016,274.0,6399000,5860000,21386.861313868612
189,Arizona,Fort Huachuca Accommodation School,2016,992.0,14019000,9946000,10026.209677419354
190,Arizona,Coconino County Regional Accomodation District,2016,120.0,2796000,2077000,17308.333333333332
191,Arizona,Gila County Regional School District,2016,80.0,674000,342000,4275.0
192,Arizona,Graham County Special Services,2016,0.0,1446000,1436000,inf
193,Arizona,Maricopa County Regional School District,2016,581.0,3584000,4022000,6922.547332185886
194,Arizona,Rainbow Accommodation School,2016,12.0,145000,320000,26666.666666666668
195,Arizona,Pima Accommodation District,2016,45.0,852000,946000,21022.222222222223
196,Arizona,Mary C Obrien Accommodation District,2016,193.0,5075000,4726000,24487.04663212435
197,Arizona,Yavapai Accommodation School District,2016,63.0,1165000,985000,15634.920634920634
198,Arizona,Alpine School District 7,2016,73.0,1093000,990000,13561.643835616438
199,Arizona,Chinle Unified School District 24,2016,3498.0,56455000,48856000,13966.838193253288
200,Arizona,Concho School District 6,2016,227.0,3457000,3279000,14444.933920704845
201,Arizona,Ganado Unified School District 20,2016,1434.0,24182000,25080000,17489.539748953976
202,Arizona,Mcnary School District 23,2016,155.0,2370000,2031000,13103.225806451614
203,Arizona,Sanders Unified School District 18,2016,761.0,11997000,11840000,15558.475689881734
204,Arizona,St Johns Unified School District 1,2016,783.0,8286000,7452000,9517.241379310344
205,Arizona,Round Valley Unified School Disrict 10,2016,1295.0,10775000,11268000,8701.1583011583
206,Arizona,Window Rock Consolidated School District 8,2016,1932.0,25675000,22369000,11578.15734989648
207,Arizona,Red Mesa Unified School District 27,2016,637.0,12188000,14370000,22558.869701726846
208,Arizona,Vernon Elementary School District 9,2016,146.0,1692000,1900000,13013.698630136987
209,Arizona,Apache School District 42,2016,10.0,226000,209000,20900.0
210,Arizona,Ash Creek School District 53,2016,22.0,846000,836000,38000.0
211,Arizona,Bisbee Unified School District 2,2016,617.0,7939000,6996000,11338.7358184765
212,Arizona,Bowie School District 14,2016,48.0,1410000,1353000,28187.5
213,Arizona,Sierra Vista Unified School District 68,2016,5694.0,43704000,40828000,7170.354759395856
214,Arizona,Cochise School District 26,2016,85.0,2724000,1466000,17247.058823529413
215,Arizona,Double Adobe School District 45,2016,56.0,861000,735000,13125.0
216,Arizona,Douglas School District 27,2016,3776.0,32817000,27535000,7292.108050847458
217,Arizona,Elfrida School District 12,2016,111.0,1368000,1237000,11144.144144144144
218,Arizona,Mcneal School District 55,2016,73.0,841000,799000,10945.205479452055
219,Arizona,Naco School District 23,2016,422.0,3666000,3202000,7587.677725118483
220,Arizona,Palominas School District 49,2016,1340.0,12797000,10553000,7875.373134328358
221,Arizona,Pearce School District 22,2016,105.0,1327000,1329000,12657.142857142857
222,Arizona,Valley Union High School District 22,2016,95.0,2083000,1741000,18326.315789473683
223,Arizona,Pomerene School District 64,2016,145.0,1902000,1795000,12379.310344827587
224,Arizona,St David School District 21,2016,391.0,5008000,4277000,10938.618925831202
225,Arizona,San Simon School District 18,2016,113.0,2033000,1666000,14743.362831858407
226,Arizona,Tombstone School District 1,2016,787.0,10002000,8489000,10786.531130876747
227,Arizona,Willcox School District 13,2016,1146.0,12037000,8939000,7800.174520069808
228,Arizona,Cochise Technology District,2016,13.0,4094000,3372000,259384.61538461538
229,Arizona,Benson Unified School District,2016,1263.0,11662000,10008000,7923.990498812352
230,Arizona,Flagstaff School District 1,2016,9789.0,96896000,83839000,8564.613341505772
231,Arizona,Fredonia-Moccasin Bi-County School District 6,2016,250.0,3429000,2548000,10192.0
232,Arizona,Grand Canyon School District 4,2016,295.0,5053000,4190000,14203.389830508475
233,Arizona,Maine Consolidated School District 10,2016,145.0,2376000,2245000,15482.758620689656
234,Arizona,Tuba City Unified School District 15,2016,1600.0,25462000,26209000,16380.625
235,Arizona,Williams School District 2,2016,591.0,6063000,5397000,9131.979695431472
236,Arizona,Coconino Association For Vocation Industry & Technology(Caviat),2016,50.0,2761000,3424000,68480.0
237,Arizona,Chevelon Butte School District 5,2016,21.0,623000,432000,20571.428571428572
238,Arizona,Page School District 8,2016,2675.0,29871000,25846000,9662.056074766355
239,Arizona,Globe School District 1,2016,1721.0,15108000,12782000,7427.077280650785
240,Arizona,Hayden-Winkelman School District 41,2016,279.0,3575000,3210000,11505.376344086022
241,Arizona,Miami Unified School District 40,2016,1129.0,10233000,8739000,7740.478299379983
242,Arizona,Tonto School District 33,2016,67.0,1360000,1218000,18179.10447761194
243,Arizona,Payson Unified School District 10,2016,2373.0,21588000,19630000,8272.229245680574
244,Arizona,Pine-Strawberry School District 12,2016,156.0,3183000,3285000,21057.69230769231
245,Arizona,San Carlos Unified School District 20,2016,1569.0,15772000,21430000,13658.381134480562
246,Arizona,Young School District 5,2016,26.0,1344000,1342000,51615.38461538462
247,Arizona,Gila Insitute For Technology,2016,0.0,2277000,1323000,inf
248,Arizona,Cobre Valley Institute Of Technology District,2016,12.0,1265000,1266000,105500.0
249,Arizona,Bonita School District 16,2016,74.0,1119000,1492000,20162.162162162163
250,Arizona,Ft Thomas School District 7,2016,597.0,8957000,8788000,14720.268006700167
251,Arizona,Klondyke School District 9,2016,0.0,3000,4000,inf
252,Arizona,Pima Unified School District 6,2016,825.0,6357000,5932000,7190.30303030303
253,Arizona,Safford School District 1,2016,3027.0,21582000,22498000,7432.441361083581
254,Arizona,Solomonville School District 5,2016,277.0,2319000,2223000,8025.270758122743
255,Arizona,Thatcher School District 4,2016,1737.0,11633000,10584000,6093.264248704663
256,Arizona,Blue School District 22,2016,14.0,181000,125000,8928.57142857143
257,Arizona,Duncan Unified School District 2,2016,311.0,4480000,3591000,11546.623794212219
258,Arizona,Moreni School District 18,2016,1498.0,12493000,11997000,8008.678237650201
259,Arizona,Eagle Elementary District 45,2016,0.0,5000,7000,inf
260,Arizona,Aguila School District 63,2016,207.0,2151000,2095000,10120.772946859903
261,Arizona,Alhambra School District 68,2016,13520.0,111012000,105669000,7815.754437869822
262,Arizona,Arlington School District 47,2016,230.0,3386000,2753000,11969.565217391304
263,Arizona,Avondale School District 44,2016,5600.0,51018000,45211000,8073.392857142857
264,Arizona,Balsz School District 31,2016,2496.0,27211000,22745000,9112.580128205129
265,Arizona,Buckeye School District 33,2016,5042.0,37120000,36075000,7154.898849662833
266,Arizona,Buckeye Union High School District 201,2016,3964.0,39767000,50584000,12760.84762865792
267,Arizona,Cartwright School District 83,2016,18684.0,148509000,129934000,6954.292442731749
268,Arizona,Cave Creek Unified School District 93,2016,5392.0,46654000,55252000,10247.032640949556
269,Arizona,Chandler Unified School District 80,2016,42843.0,350971000,331019000,7726.326354363607
270,Arizona,Creighton Elementary School District 14,2016,6430.0,62170000,54964000,8548.05598755832
271,Arizona,Dysart School District 89,2016,24885.0,198615000,169660000,6817.761703837653
272,Arizona,Fowler School District 45,2016,3800.0,39932000,35233000,9271.842105263158
273,Arizona,Gila Bend Unified School District 24,2016,409.0,5612000,5006000,12239.60880195599
274,Arizona,Gilbert School District 41,2016,36021.0,284987000,248612000,6901.862802254241
275,Arizona,Glendale Elementary School District 40,2016,13635.0,101892000,98444000,7219.94866153282
276,Arizona,Glendale Union High School District 205,2016,15497.0,145573000,137966000,8902.755372007485
277,Arizona,Higley Unified School District,2016,11883.0,92291000,84378000,7100.732138348902
278,Arizona,Isaac School District 5,2016,7392.0,61796000,58144000,7865.800865800866
279,Arizona,Kyrene School District 28,2016,17347.0,149151000,144729000,8343.17172998213
280,Arizona,Laveen School District 59,2016,6648.0,51951000,59332000,8924.789410348978
281,Arizona,Liberty School District 25,2016,3408.0,25017000,23310000,6839.788732394366
282,Arizona,Litchfield Elementary School District 79,2016,11186.0,80784000,75141000,6717.414625424638
283,Arizona,Littleton Elementary School District 65,2016,5473.0,43772000,50376000,9204.458249588892
284,Arizona,Madison Elementary School District 38,2016,5672.0,64368000,66981000,11809.062059238364
285,Arizona,Mesa Unified School District,2016,64367.0,542277000,537276000,8347.072257523265
286,Arizona,Mobile Elementary School District 86,2016,16.0,1042000,851000,53187.5
287,Arizona,Morristown School District 75,2016,144.0,2602000,1792000,12444.444444444445
288,Arizona,Murphy School District 21,2016,1787.0,18511000,16734000,9364.29770565193
289,Arizona,Nadaburg School District 81,2016,1236.0,10641000,10481000,8479.773462783172
290,Arizona,Osborn School District 8,2016,2912.0,29894000,25733000,8836.881868131868
291,Arizona,Palo Verde School District 49,2016,471.0,4304000,3827000,8125.265392781316
292,Arizona,Pendergast School District 92,2016,10028.0,76894000,71080000,7088.153171120862
293,Arizona,Peoria Unified School District 11,2016,36418.0,304660000,288368000,7918.282168158603
294,Arizona,Phoenix Elementary School District 1,2016,6933.0,87816000,74249000,10709.505264676187
